FID,FID_Alabam,MatchType,NumMatch,PrecinctNu,Precinct,Address,City,Zip,County,State,FLD_ZONE,ZONE_SUBTY,x,y
118,19,ExactMatch,Exact, ,PREC 2080 � RAMSAY ALTERNATIVE HIGH SCHOOL,1800 13TH AVE S,BIRMINGHAM,35205,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7970048779504,33.4978062900536
119,91,ExactMatch,Exact, ,PREC 2100 � MEMORIAL RECREATION CENTER,524 6TH AVE S,BIRMINGHAM,35205,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8198353144094,33.497844939185
120,104,ExactMatch,Exact, ,PREC 2430/2440 � SOUTHSIDE BRANCH PUBLIC LIBRARY,1814 11TH AVE S,BIRMINGHAM,35205,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7984836584771,33.4997901204144
121,140,ExactMatch,Exact, ,PREC 5180 � SAINT LUKE�S EPISCOPAL CHURCH,3736 MONTROSE RD,BIRMINGHAM,35213,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7465818938435,33.5007062925995
122,66,ExactMatch,Exact, ,PREC 5110 � MOUNTAIN BROOK CITY HALL,56 CHURCH ST,BIRMINGHAM,35213,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7555954964768,33.5022187925721
123,22,ExactMatch,Exact, ,PREC 2130 � MINOR ELEMENTARY SCHOOL,2425 AVENUE S,BIRMINGHAM,35218,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8830049026632,33.5050491482721
124,69,ExactMatch,Exact, ,PREC 5190 � CHEROKEE BEND ELEMENTARY SCHOOL,4400 FAIR OAKS DR,BIRMINGHAM,35213,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7180259462367,33.5093970055251
125,88,ExactMatch,Exact, ,PREC 2010 � LEGION FIELD LOBBY GATE #7,400 GRAYMONT AVE W,BIRMINGHAM,35204,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.845504892301,33.5094062906308
126,89,ExactMatch,Exact, ,PREC 2030 � HIGHLAND PARK GOLF COURSE,3300 HIGHLAND AVE S,BIRMINGHAM,35205,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7791380336486,33.511556923634
127,31,ExactMatch,Exact, ,PREC 2300 � BUSH HILLS ACADEMY,901 16TH ST W,BIRMINGHAM,35208,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8638048976667,33.5129062906631
128,27,ExactMatch,Exact, ,PREC 2230 � AVONDALE ELEMENTARY SCHOOL,4000 8TH CT S,BIRMINGHAM,35222,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7728048721278,33.5165062949188
129,56,ExactMatch,Exact, ,PREC 4125 � HOPE COMMUNITY CHURCH OF BHAM,4445 MONTEVALLO RD,BIRMINGHAM,35213,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7293132098796,33.517589606817
130,29,ExactMatch,Approx, ,PREC 2260 � WILKERSON MIDDLE SCHOOL,1116 11TH CT W,BIRMINGHAM,35204,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8563048959905,33.5210062926548
131,94,ExactMatch,Exact, ,PREC 2180 � AVONDALE PUBLIC LIBRARY,509 40TH ST S,BIRMINGHAM,35222,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7742308027836,33.5211150658339
132,75,ExactMatch,Approx, ,PREC 1070 � CRESTWAY BAPTIST CHURC,6400H CRESTWOOD BLVD,BIRMINGHAM,35212,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7481048658012,33.5286062984143
133,79,ExactMatch,Exact, ,PREC 1140 � THE GIRLS INC BUILDING,5130 8TH CT S,BIRMINGHAM,35212,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7531325572569,33.5292062983473
134,87,ExactMatch,Exact, ,PREC 1360 � NORTH AVONDALE PUBLIC LIBRARY,501 43RD ST N,BIRMINGHAM,35222,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7721048726912,33.5304062978706
135,81,ExactMatch,Exact, ,PREC 1200 � NORWOOD COMMUNITY CENTER,1330 28TH ST N,BIRMINGHAM,35234,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8044468220405,33.5340450073922
136,99,ExactMatch,Exact, ,PREC 2310 � MT. ZION COMMUNITY CHURCH,1600 19TH AVE N,BIRMINGHAM,35204,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8264048882765,33.5345062966442
137,13,ExactMatch,Exact, ,PREC 1280 � OLIVER ELEMENTARY SCHOOL,6871 6TH CT S,BIRMINGHAM,35212,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7332068020087,33.5363468506157
138,16,ExactMatch,Exact, ,PREC 1330 � MORTON SIMPSON COMMUNITY CENTER,4609 8TH CT N,BIRMINGHAM,35212,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7682390620289,33.5382787196755
139,86,ExactMatch,Exact, ,PREC 1320 � THE SANDUSKY-HUDSON COMMUNITY CTR,237 PRATT HIGHWAY,BIRMINGHAM,35214,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8956931581311,33.539324894988
140,82,DirectionSuffixRemoved,Exact, ,PREC 1220 � WILLOW WOOD RECREATION CENTER,5312 GEORGIA RD N,BIRMINGHAM,35212,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7557813386533,33.5410063007283
141,5,ExactMatch,Exact, ,PREC 1100 � SOUTH HAMPTON ELEMENTARY SCHOOL,565 SHERIDAN RD,BIRMINGHAM,35214,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8922371773787,33.5434062959787
142,73,ExactMatch,Exact, ,PREC 1040 � BETHEL BAPTIST CHURCH,1708 SPENCER AVE,BIRMINGHAM,35214,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8677191906401,33.5469062976593
143,8,ExactMatch,Exact, ,PREC 1150 � ADAMSVILLE SENIOR CENTER,421 SPRING STREET,ADAMSVILLE,35005,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.958191539054,33.5984686549887
144,43,ExactMatch,Exact, ,PREC 3120 � ADAMSVILLE BAPTIST CHURCH,5101 ADAMS AVE,ADAMSVILLE,35005,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.9580049291416,33.6010063055281
145,46,ExactMatch,Exact, ,PREC 3200 � MAURICE L. WEST COMMUNITY CENTER,171 2ND ST SW,GRAYSVILLE,35073,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.9743049352578,33.6282901506162
146,1056,ExactMatch,Exact,21,21 - TWILLEY TOWN CHURCH,7410 SHARON BLVD,QUINTON,35130,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.0871854389568,33.6610307230846
147,1049,ExactMatch,Exact,13,13 - DORA CIVIC CENTER,1445 SHARON BLVD,DORA,35062,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.0802750513453,33.7387362495979
148,1069,ExactMatch,Approx,37,37 - BEVILL STATE COMMUNITY COLLEGE,101 STATE ST,SUMITON,35148,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.0495049633138,33.7505063332595
149,42,ExactMatch,Exact, ,PREC 3100 � BAGLEY JUNIOR HIGH SCHOOL,8581 TATE MILL RD,DORA,35062,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.9894540165693,33.7545035464412
150,1070,ExactMatch,Approx,38,38 - DILWORTH COMMUNITY BUILDING,2350 STELLA LOCKARD RD,CORDOVA,35550,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.0687049711004,33.7926063412978
151,1073,ExactMatch,Exact,42,42 - ARGO FIRE DEPARTMENT,6558 HWY 78,CORDOVA,35550,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.1104133230998,33.7965091204766
152,114,ExactMatch,Exact, ,PREC 3180 � CORNER SCHOOL,10005 CORNER SCHOOL RD,WARRIOR,35180,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.9417937757721,33.8022703382851
153,1052,ExactMatch,Exact,16,16 - EMPIRE UNION BUILDING,7066 HILL RD, EMPIRE,35063,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.0091649552389,33.8097263472042
154,1051,ExactMatch,Approx,15,15 - SIPSEY COMMUNITY CENTER,3687 SIPSEY RD,SIPSEY,35584,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.0860049778059,33.8249063473567
155,12,ExactMatch,Exact, ,PREC 1230 � NEW RISING STAR MISSIONARY BAPT CHURCH,7400 LONDON AVE,BIRMINGHAM,35206,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7221048597849,33.553106304569
156,9,KnownAlternateName,Exact, ,PREC 1170 � HUDSON MIDDLE SCHOOL,3300 F.L. SHUTTLESWORTH DR,BIRMINGHAM,35207,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8045048832352,33.5555063019026
157,14,ExactMatch,Exact, ,PREC 1290 � NORTH BIRMINGHAM RECREATION CENTER,3501 28TH ST N,BIRMINGHAM,35207,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8171048869039,33.5574063018166
158,84,ExactMatch,Exact, ,PREC 1270 � HOOPER CITY RECREATION CENTER,3901 4TH ST W,BIRMINGHAM,35207,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8418048939613,33.5587063011379
159,80,ExactMatch,Exact, ,PREC 1180 � BARRETT ELEMENTARY SCHOOL,7601 DIVISION AVE,BIRMINGHAM,35206,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7289048620556,33.5594063056328
160,76,ExactMatch,Exact, ,PREC 1090 � FORESTDALE SQUARE,1242 FORESTDALE BLVD,BIRMINGHAM,35214,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8923100783516,33.5607131996114
161,10,KnownAlternateName,Exact, ,PREC 1190 � INGLENOOK ELEMENTARY SCHOOL,4120 INGLENOOK ST,BIRMINGHAM,35217,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7796007066208,33.5633625545135
162,6,ExactMatch,Exact, ,PREC 1120 � ROBINSON ELEMENTARY SCHOOL,8400 1ST AVE S,BIRMINGHAM,35206,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7192048599793,33.5716063085723
163,53,ExactMatch,Exact, ,PREC 4070 � TARRANT CITY HALL,1133 EAST LAKE BLVD,BIRMINGHAM,35217,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7719963055461,33.5829498789239
164,15,ExactMatch,Exact, ,PREC 1310 � BROWNSVILLE COMMUNITY CENTER,9225 AIRPORT ROAD,BIRMINGHAM,35217,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7404393869752,33.5895110715193
165,54,ExactMatch,Exact, ,PREC 4090 � FULTONDALE FIRST BAPTIST CHURCH,409 MAIN ST,FULTONDALE,35068,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8003048846803,33.6033471321171
166,51,ExactMatch,Exact, ,PREC 4010 � GARDENDALE CIVIC CENTER,857 MAIN ST,GARDENDALE,35071,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.811458440208,33.6462811906989
167,41,ExactMatch,Exact, ,PREC 3070 � MT. OLIVE COMMUNITY CENTER,2684 MOUNT OLIVE RD,MOUNT OLIVE,35117,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8555530540322,33.6706211340951
168,109,ExactMatch,Exact, ,PREC 3075 � FIRST BAPTIST CHURCH OF MT. OLIVE,3200 MOUNT OLIVE RD,MOUNT OLIVE,35117,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8724049094589,33.6825063259321
169,131,ExactMatch,Exact, ,PREC 4210 � MORRIS SENIOR CITIZENS BUILDING,601 MORRIS MAJESTIC RD,MORRIS,35116,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8076849947849,33.7479073321474
170,129,ExactMatch,Exact, ,PREC 4170 � KIMBERLY UNITED METHODIST CHURCH,9178 OLD HWY 31,KIMBERLY,35091,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8137747478366,33.7716962968903
171,118,ExactMatch,Exact, ,PREC 3285/4130 � WARRIOR STORM SHELTER,309 TRAFFORD RD,WARRIOR,35180,Jefferson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7998381969079,33.825605088711
172,394,ExactMatch,Exact,10,MT.HIGH FIRE HALL,"1777 SKYLINE DR,",WARRIOR,35180,Blount,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.8703622386666,33.8575013126166
173,742,KnownAlternateName,Exact,23,Webster/Wayside Community Center,12049 Hwy 107,Winfield,35594,Fayette,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.8906052068576,33.8700384148483
174,733,ExactMatch,Approx,11,Browns/Whites Chapel Voting Center,5121 Co Rd 24,Winfield,35594,Fayette,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.7332051631394,33.8781063327991
175,741,ExactMatch,Exact,20,Russell/Bobo Community Center,71 Co Rd 147,Winfield,35594,Fayette,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.824203778753,33.879202109395
176,728,ExactMatch,Approx,2,Glen Allen Town Hall,Birch st,Glen Allen,35559,Fayette,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.734505165329,33.9099063393258
177,1058,ExactMatch,Exact,25,25 - ELDRIDGE CITY HALL,208 SMOTHERS AVE, ELDRIDGE,35554,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6202063240112,33.9240063468039
178,901,ExactMatch,Exact,15,GUIN  (CITY HALL),7500 U S HWY 43, GUIN,35563,Marion,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.9151052193325,33.9672063439234
179,902,ExactMatch,Exact,18,BRILLIANT  ( COMMUNITY CENTER),"210 CARLEE ST,",BRILLIANT,35548,Marion,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.7576536384723,34.0249644421623
180,900,ExactMatch,Exact,12,CLARK (BLDG OFF 129 PINEY GROVE COMM CENTER),"185 E PINEY GROVE RD,", BRILLIANT,35548,Marion,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.7432115278379,34.0839127248962
181,1092,ExactMatch,Approx,2,Neighborhood Facility,1205 10th Ave,Haleyville,35565,Winston,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6228051520951,34.2230064083971
182,1091,ExactMatch,Approx,1,Haleyville Senior Center,2175 13th Ave,Haleyville,35565,Winston,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6183051512156,34.229606409937
183,897,ExactMatch,Approx,6,REED (SHILOH COMMUNITY CENTER),3515 STATE HWY 187, HAMILTON,35570,Marion,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.9382052421531,34.2464064003826
184,899,ExactMatch,Approx,8,BEAR CREEK (COMMUNITY CENTER),260 HIGH AVE,BEAR CREEK,35543,Marion,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.7038051779496,34.2749064157759
185,898,ExactMatch,Exact,7,HACKLEBURG (CITY HALL),125 RAY RD,HACKLEBURG,35564,Marion,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.8231488318906,34.2812500322177
186,571,ExactMatch,Exact,PRECINCT 12 BOX 1,LITTLEVILLE CITY HALL,1810 GEORGE WALLACE HWY,RUSSELLVILLE,35654,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6730278284881,34.5965498828668
187,566,ExactMatch,Approx,PRECINCT 8 BOX 1,SRYGLEY CHURCH OF CHRIST,1005 SRYGLEY CHURCH RD,TUCUMBIA,35674,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.9311052611517,34.5967064722104
188,567,ExactMatch,Exact,PRECINCT 9 BOX 1,NEW BETHEL FIRE DEPARTMENT,190 NEW BETHEL RD,TUSCUMBIA,35674,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.7929970652289,34.6451064877938
189,573,ExactMatch,Exact,PRECINCT 14 BOX 1,SPRING VALLEY CHURCH OF GOD,1990 SPRING VALLEY RD,TUSCUMBIA,35674,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6276131793245,34.6567064970127
190,587,KnownAlternateName,Exact,PRECINCT 18 BOX 1,COLBERT HEIGHTS BAPTIST CHURCH,6000 WOODMONT DRIVE,TUSCUMBIA,35674,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6944637784491,34.6612479151683
191,576,WeakName,Exact,PRECINCT 15 BOX 1,ALLSBORO CUMBERLAND PRESB. CHURCH,45 CUMBERLAND RD,CHEROKEE,35616,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1113551971511,34.6843534424981
192,574,KnownAlternateName,Exact,PRECINCT 14 BOX 2,COUNTY HIGHWAY DEPARTMENT,2750 HWY 20,TUSCUMBIA,35674,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6161475887379,34.7003065063719
193,572,ExactMatch,Approx,PRECINCT 13 BOX 1,PRIDE MISS. BAPTIST CHURCH,1335 OLD MEMPHIS PIKE,TUSCUMBIA,35674,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.8207052375059,34.7185065015683
194,563,ExactMatch,Exact,PRECINCT 2 BOX 5,WESTSIDE BAPTIST CHURCH,411 W 11TH STREET,TUSCUMBIA,35674,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.7098607667261,34.725906507689
195,575,ExactMatch,Approx,PRECINCT 14 BOX 3,CAVE SPRINGS MISS. BAPTIST CHURCH,3217 E 6TH STREET,TUSCUMBIA,35674,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6838051996545,34.7304065096883
196,562,ExactMatch,Exact,PRECINCT 2 BOX 3,TUSCUMBIA MULTI PURPOSE,601 N COMMONS ST E,TUSCUMBIA,35674,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.69628989359,34.7372065105518
197,582,ExactMatch,Approx,PRECINCT 16 BOX 7,TREE HOUSE SCHOOL,207 CHICKAMAUGA STREET,SHEFFIELD,35660,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.718705210319,34.7439065109807
198,586,KnownAlternateName,Exact,PRECINCT 17 BOX 6,MUSCLE SHOALS CITY HALL,2010 E AVALON AVE,MUSCLE SHOALS,35661,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6435574991454,34.7442065141697
199,585,KnownAlternateName,Exact,PRECINCT 17 BOX 5,GRACE LIFE CHURCH,1915 E AVALON AVE,MUSCLE SHOALS,35661,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6440005692948,34.7446065142326
200,584,KnownAlternateName,Exact,PRECINCT 17 BOX 4,PLUMBERS & STEAMFITTERS UNION HALL,2807 E AVALON AVE,MUSCLE SHOALS,35661,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6397524280964,34.7446065144093
201,579,KnownAlternateName,Exact,PRECINCT 16 BOX 4,SHEFFIELD MICHAEL CENTER,1001 17TH STREET,SHEFFIELD,35660,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6944052039263,34.7514065135175
202,583,ExactMatch,Exact,PRECINCT 17 BOX 3,WOODWARD AVE BAPTIST CHURCH,801 WOODWARD AVE,MUSCLE SHOALS,35661,Colbert,Alabama,X,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,-87.667605196509,34.7537065151012
203,581,ExactMatch,Exact,PRECINCT 16 BOX 6,COARMM,500 S MONTGOMERY AVE,SHEFFIELD,35660,Colbert,Alabama,AE, ,-87.6987519653382,34.7544518639555
204,564,ExactMatch,Exact,PRECINCT 4 BOX 1,CHEROKEE LION DEN,130 CHURCH STREET,CHEROKEE,35616,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.9720992024579,34.7567247429986
205,578,ExactMatch,Exact,PRECINCT 16 BOX 3,SHEFFIELD FIRE STATION 2ND STREET,601 E 2ND STREET,SHEFFIELD,35660,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6917052036726,34.7597065153173
206,577,KnownAlternateName,Exact,PRECINCT 16 BOX 1,SHEFFIELD BOARD OF EDUCATION,300 W 6TH STREET,SHEFFIELD,35660,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.7029052070939,34.7640065157246
207,565,ExactMatch,Exact,PRECINCT 6 BOX 1,MARGERUM COMMUNITY CHURCH,2440 MARGERUM RD,CHEROKEE,35616,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.06910393037,34.7671065010339
208,580,KnownAlternateName,Exact,PRECINCT 16 BOX 5,SHEFFIELD RECREATION CENTER,2901 19TH AVE,SHEFFIELD,35660,Colbert,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6911052041398,34.7701065174561
209,807,ExactMatch,Exact,100,Grady Richards Center,541 Riverview Dr.,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6795399223963,34.794888962974
210,809,ExactMatch,Exact,102,Handy Recreation Center,1105 Beale St.,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.69289124637,34.7982785931053
211,808,ExactMatch,Exact,101,First Presbyterian Church,224 E. Mobile St.,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6746688114375,34.8016600745528
212,811,ExactMatch,Exact,104,First Baptist Church & Annex,218 North Wood Avenue,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6737499112288,34.8024841347585
213,812,ExactMatch,Exact,106,Central Baptist Church,1600 Huntsville Rd.,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6550051962303,34.8072065265001
214,810,ExactMatch,Exact,103,Sherrod Ave. Church of Christ,1207 Sherrod Ave.,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6839914550597,34.8178253474463
215,813,ExactMatch,Approx,107,Hibbett School,1601 Appleby Blvd,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.69400520792,34.8184065271459
216,817,ExactMatch,Exact,111,Highland Baptist Church,219 Simpson St.,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6795826138722,34.8187407578164
217,816,ExactMatch,Exact,110,Broadway Recreation Center,300 N. Broadway St.,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6393051925611,34.8196065296743
218,815,ExactMatch,Exact,109,Florence Blvd. Church of Christ,2502 Florence Blvd,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6383231827809,34.8277005313592
219,820,ExactMatch,Exact,113,East Campus Woodmont Baptist Church,2002 Darby Dr.,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6560024679487,34.830612001212
220,814,ExactMatch,Exact,108.02,Harlan School - City Only,"2233 McBurney Drive,",Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6821052053478,34.8311718402347
221,821,ExactMatch,Exact,114,Florence High School,1201 Bradshaw Dr.,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6629052000559,34.8332065314503
222,822,ExactMatch,Exact,115,St. James United Methodist,610 Cox Creek Pkwy.,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6565697189262,34.8439065338872
223,818,ExactMatch,Exact,112,Christ Chapel Church & Annex,3051 Cloverdale Rd., Florence,35633,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6898052085312,34.8476065332479
224,819,ExactMatch,Exact,112, Forest Hills School - City Only,110 Stovall Dr,Florence,35630,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6782312653776,34.8494195641
225,805,KnownAlternateName,Exact,91,St. Florian Senior Citizen Center,81 St. Florian Rd.,Florence,35634,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6718381757117,34.884106541404
226,806,KnownAlternateName,Exact,92,St. Florian Senior Citizen Center,81 St. Florian Rd.,Florence,35634,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.6718381757117,34.884106541404
227,804,ExactMatch,Approx,17,Waterloo Community Center,151 Park Dr.,Waterloo,35677,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.0616053176794,34.9190065320547
228,803,KnownAlternateName,Exact,16,Stewartsville Church of Christ,16560 Hwy. 20,Florence,35633,Lauderdale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.8692254953825,34.9488267762049
229,1057,ExactMatch,Exact,24,24 - ABUNDANT LIFE CHURCH,26865 US 78,CARBON HILL,35549,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.4447525216044,33.8710247727971
230,1040,KnownAlternateName,Exact,3,03 - BETHEL ASSEMBLY OF GOD,3581 HWY 5,JASPER,35503,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.3360557315356,33.8808316891386
231,1066,KnownAlternateName,Exact,33,33 - CROSSROADS CHURCH OF CHRIST,3785 HWY 5,JASPER,35503,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.3389880124575,33.8825064693705
232,1042,ExactMatch,Exact,5,05 - CARBON HILL COMMUNITY CENTER,229 NW 2ND ST,CARBON HILL,35549,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.5288770164069,33.890641883528
233,1039,ExactMatch,Exact,2,02 - FARMSTEAD BAPTIST CHURCH,265 CURRY HWY,JASPER,35503,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.2812312566466,33.8908629833921
234,1059,ExactMatch,Approx,26,26 - KANSAS CITY HALL,11 S GALLOWAY ST,KANSAS,35573,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.5513051132938,33.9007063447224
235,1075,KnownAlternateName,Exact,44,44 - MANCHESTER COMMUNITY BUILDING,4625 HWY 195,JASPER,35503,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.301734783349,33.9070182559371
236,1065,ExactMatch,Exact,32,32 - PROSPECT METHODIST CHURCH,3505 PROSPECT RD,NAUVOO,35578,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.4518023871063,33.9326063552914
237,1071,ExactMatch,Exact,39,39 - NEW HOPE MISSIONARY BAPTIST,1829 FALL CITY RD,JASPER,35503,Walker,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-87.2902843516169,33.9332822318451
